"","index","Timestamp","T_72","T_48","T_24","T_3","T_2","T_1","T_0","Sun","Mon","Tue","Wed","Thu","Fri","Sat","Closed","OutsideTemperature","Output","ID"
"138",138,2013-01-10 10:00:00,223848.178637714,220831.917124402,237821.455537595,224645.197107213,245480.628035401,264336.50477421,267197.657902739,0,0,0,0,1,0,0,0,22.1,264575.133058491,210
"139",139,2013-01-10 13:00:00,231970.555149563,225051.130333028,248814.795451883,245480.628035401,264336.50477421,267197.657902739,264575.133058491,0,0,0,0,1,0,0,0,24.5,257166.255116642,211
"140",140,2013-01-10 14:00:00,231567.803634205,224505.201847101,254079.730830736,264336.50477421,267197.657902739,264575.133058491,257166.255116642,0,0,0,0,1,0,0,0,26,211930.021550568,212
"141",141,2013-01-10 15:00:00,232959.271674101,230537.459731187,247558.284963875,267197.657902739,264575.133058491,257166.255116642,211930.021550568,0,0,0,0,1,0,0,0,25,196967.762983611,213
"142",142,2013-01-10 16:00:00,222621.894399048,235743.533466584,241252.930265556,264575.133058491,257166.255116642,211930.021550568,196967.762983611,0,0,0,0,1,0,0,0,26.65,181694.757362013,214
"143",143,2013-01-10 17:00:00,209835.395499657,233702.466208367,245211.50835924,257166.255116642,211930.021550568,196967.762983611,181694.757362013,0,0,0,0,1,0,0,0,26,149843.714546337,215
"144",144,2013-01-10 18:00:00,183554.732266714,192474.3923906,231545.531661005,211930.021550568,196967.762983611,181694.757362013,149843.714546337,0,0,0,0,1,0,0,0,25,115611.161453537,216
"145",145,2013-01-10 19:00:00,155098.044223667,167006.921321979,207350.21449014,196967.762983611,181694.757362013,149843.714546337,115611.161453537,0,0,0,0,1,0,0,0,23.6,71551.8956140446,217
"146",146,2013-01-10 20:00:00,112668.344423276,81330.3524188039,121448.274429588,181694.757362013,149843.714546337,115611.161453537,71551.8956140446,0,0,0,0,1,0,0,0,23,65416.76242518,218
"147",147,2013-01-10 22:00:00,43745.3370743935,45515.6938012205,57343.4372828775,149843.714546337,115611.161453537,71551.8956140446,65416.76242518,0,0,0,0,1,0,0,0,21.9,65299.3042808061,219
"148",148,2013-01-10 23:00:00,30635.6294210714,30197.6139481467,32944.7557852972,115611.161453537,71551.8956140446,65416.76242518,65299.3042808061,0,0,0,0,1,0,0,0,22,78996.0375134595,220
"149",149,2013-01-11 00:00:00,26320.4346136566,23711.697181389,26065.8977770902,71551.8956140446,65416.76242518,65299.3042808061,78996.0375134595,0,0,0,0,0,1,0,0,22,79580.9419524861,221
"150",150,2013-01-11 01:00:00,22998.728896465,22671.0127193858,26295.7763576142,65416.76242518,65299.3042808061,78996.0375134595,79580.9419524861,0,0,0,0,0,1,0,0,21.1,77623.1294512295,222
"151",151,2013-01-11 02:00:00,24373.4929564617,23498.5225807647,28357.5247338021,65299.3042808061,78996.0375134595,79580.9419524861,77623.1294512295,0,0,0,0,0,1,0,0,20,77427.7194006571,223
"152",152,2013-01-11 03:00:00,32237.3554936731,32606.6990492325,41631.3556182019,78996.0375134595,79580.9419524861,77623.1294512295,77427.7194006571,0,0,0,0,0,1,0,0,20,75948.7543231911,224
"153",153,2013-01-11 04:00:00,34163.8811754351,36597.8896751013,43447.0517190423,79580.9419524861,77623.1294512295,77427.7194006571,75948.7543231911,0,0,0,0,0,1,0,0,18.8,76321.8098742837,225
"154",154,2013-01-11 05:00:00,33056.3807938331,33499.4339749815,42840.6707344304,77623.1294512295,77427.7194006571,75948.7543231911,76321.8098742837,0,0,0,0,0,1,0,0,18,133338.591550234,226
"155",155,2013-01-11 06:00:00,31910.4347442081,32801.0485296524,47155.3352567691,77427.7194006571,75948.7543231911,76321.8098742837,133338.591550234,0,0,0,0,0,1,0,0,17,221143.724749196,227
"156",156,2013-01-11 07:00:00,32476.2489204922,32418.4478471886,46556.1131206857,75948.7543231911,76321.8098742837,133338.591550234,221143.724749196,0,0,0,0,0,1,0,0,17.3,241667.348052591,228
"157",157,2013-01-11 08:00:00,37473.3903358745,39131.5917690894,48955.122805324,76321.8098742837,133338.591550234,221143.724749196,241667.348052591,0,0,0,0,0,1,0,0,20,247236.136780095,229
"158",158,2013-01-11 09:00:00,131285.592877803,138466.183094357,149380.510532294,133338.591550234,221143.724749196,241667.348052591,247236.136780095,0,0,0,0,0,1,0,0,22,253781.975760461,230
"159",159,2013-01-11 10:00:00,187344.414563635,202492.272907255,224645.197107213,221143.724749196,241667.348052591,247236.136780095,253781.975760461,0,0,0,0,0,1,0,0,22.6,247085.270675922,231
"160",160,2013-01-11 11:00:00,206903.714455996,215498.044685646,245480.628035401,241667.348052591,247236.136780095,253781.975760461,247085.270675922,0,0,0,0,0,1,0,0,24,230295.384593911,232
"161",161,2013-01-11 12:00:00,220151.826514201,223917.115697618,264336.50477421,247236.136780095,253781.975760461,247085.270675922,230295.384593911,0,0,0,0,0,1,0,0,25,195370.544334157,233
"162",162,2013-01-11 13:00:00,220831.917124402,237821.455537595,267197.657902739,253781.975760461,247085.270675922,230295.384593911,195370.544334157,0,0,0,0,0,1,0,0,25.9,124315.260693955,234
"163",163,2013-01-11 14:00:00,225051.130333028,248814.795451883,264575.133058491,247085.270675922,230295.384593911,195370.544334157,124315.260693955,0,0,0,0,0,1,0,0,25,109523.753921528,235
"164",164,2013-01-11 15:00:00,224505.201847101,254079.730830736,257166.255116642,230295.384593911,195370.544334157,124315.260693955,109523.753921528,0,0,0,0,0,1,0,0,26,96091.3677993506,236
"165",165,2013-01-11 16:00:00,230537.459731187,247558.284963875,211930.021550568,195370.544334157,124315.260693955,109523.753921528,96091.3677993506,0,0,0,0,0,1,0,0,24.65,63583.0366317495,237
"166",166,2013-01-11 17:00:00,235743.533466584,241252.930265556,196967.762983611,124315.260693955,109523.753921528,96091.3677993506,63583.0366317495,0,0,0,0,0,1,0,0,24,33880.1786596788,238
"167",167,2013-01-11 18:00:00,233702.466208367,245211.50835924,181694.757362013,109523.753921528,96091.3677993506,63583.0366317495,33880.1786596788,0,0,0,0,0,1,0,0,25,27171.5421609255,239
"168",168,2013-01-11 19:00:00,192474.3923906,231545.531661005,149843.714546337,96091.3677993506,63583.0366317495,33880.1786596788,27171.5421609255,0,0,0,0,0,1,0,0,23.65,26908.5207631402,240
"169",169,2013-01-11 20:00:00,167006.921321979,207350.21449014,115611.161453537,63583.0366317495,33880.1786596788,27171.5421609255,26908.5207631402,0,0,0,0,0,1,0,0,22,27462.9338102864,241
"170",170,2013-01-11 21:00:00,81330.3524188039,121448.274429588,71551.8956140446,33880.1786596788,27171.5421609255,26908.5207631402,27462.9338102864,0,0,0,0,0,1,0,0,21,26489.8606954961,242
"171",171,2013-01-11 22:00:00,45515.6938012205,57343.4372828775,65416.76242518,27171.5421609255,26908.5207631402,27462.9338102864,26489.8606954961,0,0,0,0,0,1,0,0,20.9,40372.1937048125,243
"172",172,2013-01-12 00:00:00,30197.6139481467,32944.7557852972,65299.3042808061,26908.5207631402,27462.9338102864,26489.8606954961,40372.1937048125,0,0,0,0,0,0,1,1,21,41470.4140975813,244
"173",173,2013-01-12 01:00:00,23711.697181389,26065.8977770902,78996.0375134595,27462.9338102864,26489.8606954961,40372.1937048125,41470.4140975813,0,0,0,0,0,0,1,1,20.75,38777.096195663,245
"174",174,2013-01-12 02:00:00,22671.0127193858,26295.7763576142,79580.9419524861,26489.8606954961,40372.1937048125,41470.4140975813,38777.096195663,0,0,0,0,0,0,1,1,20,39435.4451177405,246
"175",175,2013-01-12 03:00:00,23498.5225807647,28357.5247338021,77623.1294512295,40372.1937048125,41470.4140975813,38777.096195663,39435.4451177405,0,0,0,0,0,0,1,1,20,39443.3993938832,247
"176",176,2013-01-12 04:00:00,32606.6990492325,41631.3556182019,77427.7194006571,41470.4140975813,38777.096195663,39435.4451177405,39443.3993938832,0,0,0,0,0,0,1,1,19,37664.0278207612,248
"177",177,2013-01-12 05:00:00,36597.8896751013,43447.0517190423,75948.7543231911,38777.096195663,39435.4451177405,39443.3993938832,37664.0278207612,0,0,0,0,0,0,1,1,19,35747.5775554467,249
"178",178,2013-01-12 06:00:00,33499.4339749815,42840.6707344304,76321.8098742837,39435.4451177405,39443.3993938832,37664.0278207612,35747.5775554467,0,0,0,0,0,0,1,1,19,36028.0983607459,250
"179",179,2013-01-12 07:00:00,32801.0485296524,47155.3352567691,133338.591550234,39443.3993938832,37664.0278207612,35747.5775554467,36028.0983607459,0,0,0,0,0,0,1,1,18.7,38286.5825001965,251
"180",180,2013-01-12 08:00:00,32418.4478471886,46556.1131206857,221143.724749196,37664.0278207612,35747.5775554467,36028.0983607459,38286.5825001965,0,0,0,0,0,0,1,1,19,41349.7742427503,252
"181",181,2013-01-12 09:00:00,39131.5917690894,48955.122805324,241667.348052591,35747.5775554467,36028.0983607459,38286.5825001965,41349.7742427503,0,0,0,0,0,0,1,1,20,46925.7218187831,253
"182",182,2013-01-12 10:00:00,138466.183094357,149380.510532294,247236.136780095,36028.0983607459,38286.5825001965,41349.7742427503,46925.7218187831,0,0,0,0,0,0,1,1,21.15,51182.0549827419,254
"183",183,2013-01-12 11:00:00,202492.272907255,224645.197107213,253781.975760461,38286.5825001965,41349.7742427503,46925.7218187831,51182.0549827419,0,0,0,0,0,0,1,1,23,54201.2330639728,255
"184",184,2013-01-12 12:00:00,215498.044685646,245480.628035401,247085.270675922,41349.7742427503,46925.7218187831,51182.0549827419,54201.2330639728,0,0,0,0,0,0,1,1,23,53351.9815144705,256
"185",185,2013-01-12 13:00:00,223917.115697618,264336.50477421,230295.384593911,46925.7218187831,51182.0549827419,54201.2330639728,53351.9815144705,0,0,0,0,0,0,1,1,24.05,52029.7156770157,257
"186",186,2013-01-12 14:00:00,237821.455537595,267197.657902739,195370.544334157,51182.0549827419,54201.2330639728,53351.9815144705,52029.7156770157,0,0,0,0,0,0,1,1,25,57101.0970030632,258
"187",187,2013-01-12 15:00:00,248814.795451883,264575.133058491,124315.260693955,54201.2330639728,53351.9815144705,52029.7156770157,57101.0970030632,0,0,0,0,0,0,1,1,26,53875.3728846602,259
"188",188,2013-01-12 16:00:00,254079.730830736,257166.255116642,109523.753921528,53351.9815144705,52029.7156770157,57101.0970030632,53875.3728846602,0,0,0,0,0,0,1,1,26.05,58362.9103418335,260
"189",189,2013-01-12 17:00:00,247558.284963875,211930.021550568,96091.3677993506,52029.7156770157,57101.0970030632,53875.3728846602,58362.9103418335,0,0,0,0,0,0,1,1,25,68427.7210877301,261
"190",190,2013-01-12 18:00:00,241252.930265556,196967.762983611,63583.0366317495,57101.0970030632,53875.3728846602,58362.9103418335,68427.7210877301,0,0,0,0,0,0,1,1,24,57329.9150134349,262
"191",191,2013-01-12 19:00:00,245211.50835924,181694.757362013,33880.1786596788,53875.3728846602,58362.9103418335,68427.7210877301,57329.9150134349,0,0,0,0,0,0,1,1,22.8,48282.7213287278,263
"192",192,2013-01-12 20:00:00,231545.531661005,149843.714546337,27171.5421609255,58362.9103418335,68427.7210877301,57329.9150134349,48282.7213287278,0,0,0,0,0,0,1,1,21,56017.4594498893,264
"193",193,2013-01-12 21:00:00,207350.21449014,115611.161453537,26908.5207631402,68427.7210877301,57329.9150134349,48282.7213287278,56017.4594498893,0,0,0,0,0,0,1,1,21,53874.0471719697,265
"194",194,2013-01-12 22:00:00,121448.274429588,71551.8956140446,27462.9338102864,57329.9150134349,48282.7213287278,56017.4594498893,53874.0471719697,0,0,0,0,0,0,1,1,20.25,48519.228472704,266
"195",195,2013-01-12 23:00:00,57343.4372828775,65416.76242518,26489.8606954961,48282.7213287278,56017.4594498893,53874.0471719697,48519.228472704,0,0,0,0,0,0,1,1,20,43112.9721210489,267
"196",196,2013-01-13 00:00:00,32944.7557852972,65299.3042808061,40372.1937048125,56017.4594498893,53874.0471719697,48519.228472704,43112.9721210489,1,0,0,0,0,0,0,1,20,42944.0763242855,268
"197",197,2013-01-13 01:00:00,26065.8977770902,78996.0375134595,41470.4140975813,53874.0471719697,48519.228472704,43112.9721210489,42944.0763242855,1,0,0,0,0,0,0,1,19.95,41730.2537849095,269
"198",198,2013-01-13 02:00:00,26295.7763576142,79580.9419524861,38777.096195663,48519.228472704,43112.9721210489,42944.0763242855,41730.2537849095,1,0,0,0,0,0,0,1,20,42034.3722760987,270
"199",199,2013-01-13 03:00:00,28357.5247338021,77623.1294512295,39435.4451177405,43112.9721210489,42944.0763242855,41730.2537849095,42034.3722760987,1,0,0,0,0,0,0,1,20,42092.1733494024,271
"200",200,2013-01-13 04:00:00,41631.3556182019,77427.7194006571,39443.3993938832,42944.0763242855,41730.2537849095,42034.3722760987,42092.1733494024,1,0,0,0,0,0,0,1,19.85,38791.4138927199,272
"201",201,2013-01-13 05:00:00,43447.0517190423,75948.7543231911,37664.0278207612,41730.2537849095,42034.3722760987,42092.1733494024,38791.4138927199,1,0,0,0,0,0,0,1,19,37839.2870384387,273
"202",202,2013-01-13 06:00:00,42840.6707344304,76321.8098742837,35747.5775554467,42034.3722760987,42092.1733494024,38791.4138927199,37839.2870384387,1,0,0,0,0,0,0,1,19,39601.1592040468,274
"203",203,2013-01-13 07:00:00,47155.3352567691,133338.591550234,36028.0983607459,42092.1733494024,38791.4138927199,37839.2870384387,39601.1592040468,1,0,0,0,0,0,0,1,19.95,43303.6096059356,275
"204",204,2013-01-13 08:00:00,46556.1131206857,221143.724749196,38286.5825001965,38791.4138927199,37839.2870384387,39601.1592040468,43303.6096059356,1,0,0,0,0,0,0,1,21,49105.458624421,276
"205",205,2013-01-13 09:00:00,48955.122805324,241667.348052591,41349.7742427503,37839.2870384387,39601.1592040468,43303.6096059356,49105.458624421,1,0,0,0,0,0,0,1,21,49688.7722082191,277
"206",206,2013-01-13 10:00:00,149380.510532294,247236.136780095,46925.7218187831,39601.1592040468,43303.6096059356,49105.458624421,49688.7722082191,1,0,0,0,0,0,0,1,22.05,51870.6301541617,278
"207",207,2013-01-13 11:00:00,224645.197107213,253781.975760461,51182.0549827419,43303.6096059356,49105.458624421,49688.7722082191,51870.6301541617,1,0,0,0,0,0,0,1,24,53528.0361597623,279
"208",208,2013-01-13 12:00:00,245480.628035401,247085.270675922,54201.2330639728,49105.458624421,49688.7722082191,51870.6301541617,53528.0361597623,1,0,0,0,0,0,0,1,24,48628.9974834733,280
"209",209,2013-01-13 13:00:00,264336.50477421,230295.384593911,53351.9815144705,49688.7722082191,51870.6301541617,53528.0361597623,48628.9974834733,1,0,0,0,0,0,0,1,24.95,46664.5564187645,281
"210",210,2013-01-13 14:00:00,267197.657902739,195370.544334157,52029.7156770157,51870.6301541617,53528.0361597623,48628.9974834733,46664.5564187645,1,0,0,0,0,0,0,1,24,52350.0078630284,282
"211",211,2013-01-13 15:00:00,264575.133058491,124315.260693955,57101.0970030632,53528.0361597623,48628.9974834733,46664.5564187645,52350.0078630284,1,0,0,0,0,0,0,1,26,50594.7642608726,283
"212",212,2013-01-13 16:00:00,257166.255116642,109523.753921528,53875.3728846602,48628.9974834733,46664.5564187645,52350.0078630284,50594.7642608726,1,0,0,0,0,0,0,1,23.85,49322.0800780406,284
"213",213,2013-01-13 17:00:00,211930.021550568,96091.3677993506,58362.9103418335,46664.5564187645,52350.0078630284,50594.7642608726,49322.0800780406,1,0,0,0,0,0,0,1,24,56924.5120726952,285
"214",214,2013-01-13 18:00:00,196967.762983611,63583.0366317495,68427.7210877301,52350.0078630284,50594.7642608726,49322.0800780406,56924.5120726952,1,0,0,0,0,0,0,1,24,57049.3942081356,286
"215",215,2013-01-13 19:00:00,181694.757362013,33880.1786596788,57329.9150134349,50594.7642608726,49322.0800780406,56924.5120726952,57049.3942081356,1,0,0,0,0,0,0,1,21.95,50028.9500845885,287
"216",216,2013-01-13 20:00:00,149843.714546337,27171.5421609255,48282.7213287278,49322.0800780406,56924.5120726952,57049.3942081356,50028.9500845885,1,0,0,0,0,0,0,1,22,47845.2361408792,288
"217",217,2013-01-13 21:00:00,115611.161453537,26908.5207631402,56017.4594498893,56924.5120726952,57049.3942081356,50028.9500845885,47845.2361408792,1,0,0,0,0,0,0,1,21,46867.1253178652,289
"218",218,2013-01-13 22:00:00,71551.8956140446,27462.9338102864,53874.0471719697,57049.3942081356,50028.9500845885,47845.2361408792,46867.1253178652,1,0,0,0,0,0,0,1,20.85,42080.5070777264,290
"219",219,2013-01-13 23:00:00,65416.76242518,26489.8606954961,48519.228472704,50028.9500845885,47845.2361408792,46867.1253178652,42080.5070777264,1,0,0,0,0,0,0,1,20,40661.4642138687,291
"220",220,2013-01-14 00:00:00,65299.3042808061,40372.1937048125,43112.9721210489,47845.2361408792,46867.1253178652,42080.5070777264,40661.4642138687,0,0,0,0,0,0,0,0,20,39541.5021329765,292
"221",221,2013-01-14 01:00:00,78996.0375134595,41470.4140975813,42944.0763242855,46867.1253178652,42080.5070777264,40661.4642138687,39541.5021329765,0,0,0,0,0,0,0,0,20.1,39270.2613165104,293
"222",222,2013-01-14 02:00:00,79580.9419524861,38777.096195663,41730.2537849095,42080.5070777264,40661.4642138687,39541.5021329765,39270.2613165104,0,0,0,0,0,0,0,0,20,38252.1139702448,294
"223",223,2013-01-14 03:00:00,77623.1294512295,39435.4451177405,42034.3722760987,40661.4642138687,39541.5021329765,39270.2613165104,38252.1139702448,0,0,0,0,0,0,0,0,19,37810.9167868631,295
"224",224,2013-01-14 04:00:00,77427.7194006571,39443.3993938832,42092.1733494024,39541.5021329765,39270.2613165104,38252.1139702448,37810.9167868631,0,0,0,0,0,0,0,0,19.15,40023.5312672241,296
"225",225,2013-01-14 05:00:00,75948.7543231911,37664.0278207612,38791.4138927199,39270.2613165104,38252.1139702448,37810.9167868631,40023.5312672241,0,0,0,0,0,0,0,0,19,125819.944597616,297
"226",226,2013-01-14 06:00:00,76321.8098742837,35747.5775554467,37839.2870384387,38252.1139702448,37810.9167868631,40023.5312672241,125819.944597616,0,0,0,0,0,0,0,0,20,221073.992261678,298
"227",227,2013-01-14 07:00:00,133338.591550234,36028.0983607459,39601.1592040468,37810.9167868631,40023.5312672241,125819.944597616,221073.992261678,0,0,0,0,0,0,0,0,19.9,235583.12223104,299
"228",228,2013-01-14 08:00:00,221143.724749196,38286.5825001965,43303.6096059356,40023.5312672241,125819.944597616,221073.992261678,235583.12223104,0,0,0,0,0,0,0,0,20,243580.881749986,300
"229",229,2013-01-14 09:00:00,241667.348052591,41349.7742427503,49105.458624421,125819.944597616,221073.992261678,235583.12223104,243580.881749986,0,0,0,0,0,0,0,0,21,248516.244953994,301
"230",230,2013-01-14 10:00:00,247236.136780095,46925.7218187831,49688.7722082191,221073.992261678,235583.12223104,243580.881749986,248516.244953994,0,0,0,0,0,0,0,0,22.2,251057.371039048,302
"231",231,2013-01-14 11:00:00,253781.975760461,51182.0549827419,51870.6301541617,235583.12223104,243580.881749986,248516.244953994,251057.371039048,0,0,0,0,0,0,0,0,22,248912.633048438,303
"232",232,2013-01-14 12:00:00,247085.270675922,54201.2330639728,53528.0361597623,243580.881749986,248516.244953994,251057.371039048,248912.633048438,0,0,0,0,0,0,0,0,22,249052.893451088,304
"233",233,2013-01-14 13:00:00,230295.384593911,53351.9815144705,48628.9974834733,248516.244953994,251057.371039048,248912.633048438,249052.893451088,0,0,0,0,0,0,0,0,22.95,244095.788558957,305
"234",234,2013-01-14 14:00:00,195370.544334157,52029.7156770157,46664.5564187645,251057.371039048,248912.633048438,249052.893451088,244095.788558957,0,0,0,0,0,0,0,0,23,231097.175629095,306
"235",235,2013-01-14 15:00:00,124315.260693955,57101.0970030632,52350.0078630284,248912.633048438,249052.893451088,244095.788558957,231097.175629095,0,0,0,0,0,0,0,0,23,220359.698264064,307
"236",236,2013-01-14 16:00:00,109523.753921528,53875.3728846602,50594.7642608726,249052.893451088,244095.788558957,231097.175629095,220359.698264064,0,0,0,0,0,0,0,0,23.8,196442.780758193,308
"237",237,2013-01-14 17:00:00,96091.3677993506,58362.9103418335,49322.0800780406,244095.788558957,231097.175629095,220359.698264064,196442.780758193,0,0,0,0,0,0,0,0,23,140332.256277434,309
"238",238,2013-01-14 18:00:00,63583.0366317495,68427.7210877301,56924.5120726952,231097.175629095,220359.698264064,196442.780758193,140332.256277434,0,0,0,0,0,0,0,0,22,51474.7723447933,310
"239",239,2013-01-14 19:00:00,33880.1786596788,57329.9150134349,57049.3942081356,220359.698264064,196442.780758193,140332.256277434,51474.7723447933,0,0,0,0,0,0,0,0,22.05,30560.5940827919,311
